latitude,longitude
-8.104391316739138,115.08620868133262
-8.104391215810535,115.09528185161896
-8.104391114881935,115.10435502190302
-8.104391013953338,115.11342819218484
-8.10439091302474,115.12250136246438
-8.104390812096145,115.13157453274168
-8.104390711167548,115.14064770301668
-8.104390610238957,115.14972087328944
-8.104390509310365,115.15879404355994
-8.104390408381773,115.16786721382816
-8.104390307453182,115.17694038409417
-8.104390206524595,115.18601355435788
-8.10439010559601,115.19508672461932
-8.104390004667428,115.20415989487852
-8.104389903738843,115.21323306513548
-8.10438980281026,115.22230623539016
-8.104389701881678,115.23137940564256
-8.104389600953096,115.2404525758927
-8.104389500024517,115.2495257461406
-8.10438939909594,115.25859891638622
-8.104389298167364,115.2676720866296
-8.10438919723879,115.2767452568707
-8.104389096310218,115.28581842710956
-8.112221789373951,115.08168446922758
-8.112221688346569,115.090757815019
-8.112221587319189,115.09983116080812
-8.11222148629181,115.108904506595
-8.112221385264432,115.1179778523796
-8.112221284237055,115.12705119816196
-8.11222118320968,115.13612454394205
-8.112221082182307,115.14519788971984
-8.112220981154936,115.1542712354954
-8.112220880127564,115.16334458126867
-8.112220779100197,115.17241792703967
-8.112220678072827,115.18149127280844
-8.11222057704546,115.19056461857492
-8.112220476018091,115.19963796433916
-8.112220374990725,115.2087113101011
-8.11222027396336,115.21778465586078
-8.112220172935997,115.2268580016182
-8.112220071908634,115.23593134737337
-8.112219970881275,115.24500469312626
-8.112219869853917,115.25407803887688
-8.112219768826558,115.26315138462525
-8.1122196677992,115.27222473037132
-8.112219566771843,115.28129807611516
-8.11221946574449,115.29037142185672
-8.112219364717136,115.29944476759604
-8.112219263689786,115.30851811333308
-8.112219162662436,115.31759145906784
-8.112218960607741,115.33573815053056
-8.120057820921994,114.587190018917
-8.12005246123327,115.06808666040271
-8.120052360107099,115.0771601818789
-8.120052258980932,115.0862337033528
-8.120052157854765,115.09530722482444
-8.120052056728602,115.1043807462938
-8.12005195560244,115.1134542677609
-8.120051854476275,115.12252778922571
-8.120051753350117,115.13160131068828
-8.120051652223957,115.14067483214858
-8.120051551097799,115.1497483536066
-8.12005144997164,115.15882187506234
-8.120051348845484,115.16789539651582
-8.12005124771933,115.17696891796705
-8.120051146593179,115.18604243941596
-8.120051045467028,115.19511596086264
-8.120050944340878,115.20418948230704
-8.120050843214731,115.21326300374916
-8.120050742088583,115.22233652518902
-8.120050640962434,115.2314100466266
-8.12005053983629,115.24048356806192
-8.120050438710146,115.24955708949496
-8.120050337584004,115.25863061092576
-8.120050236457866,115.26770413235424
-8.120050135331725,115.2767776537805
-8.120050034205585,115.28585117520448
-8.120049933079446,115.29492469662615
-8.12004983195331,115.3039982180456
-8.120049730827176,115.31307173946276
-8.120049629701043,115.32214526087763
-8.120049528574912,115.33121878229026
-8.12004942744878,115.3402923037006
-8.127888394156612,114.57358228640852
-8.127888292931587,114.58265598386294
-8.127888191706564,114.59172968131509
-8.127887888031497,114.61895077365784
-8.127887786806477,114.62802447110089
-8.127882928007061,115.06356194569204
-8.127882826782105,115.07263564302362
-8.127882725557148,115.08170934035292
-8.127882624332198,115.09078303767996
-8.127882523107246,115.09985673500474
-8.127882421882294,115.10893043232724
-8.127882320657344,115.11800412964745
-8.127882219432397,115.1270778269654
-8.127882118207449,115.13615152428106
-8.127882016982502,115.14522522159446
-8.127881915757554,115.15429891890558
-8.12788181453261,115.16337261621445
-8.127881713307668,115.172446313521
-8.127881612082728,115.18152001082532
-8.127881510857788,115.19059370812734
-8.12788140963285,115.19966740542708
-8.127881308407913,115.20874110272456
-8.127881207182975,115.21781480001978
-8.127881105958041,115.22688849731271
-8.127881004733107,115.23596219460336
-8.127880903508176,115.24503589189172
-8.127880802283244,115.25410958917784
-8.127880701058313,115.26318328646164
-8.127880599833382,115.2722569837432
-8.127880498608457,115.28133068102248
-8.127880397383532,115.29040437829948
-8.127880296158605,115.2994780755742
-8.127880194933681,115.30855177284668
-8.12788009370876,115.31762547011684
-8.127879992483837,115.32669916738476
-8.127879790034,115.34484656191376
-8.127879688809081,115.35392025917484
-8.135718964555531,114.5690479901448
-8.135718863231716,114.57812186363232
-8.135718761907901,114.5871957371176
-8.13571855926027,114.60534348408127
-8.135718457936457,114.61441735755967
-8.135718356612646,114.62349123103584
-8.135718255288836,114.6325651045097
-8.135713493071194,115.0590371552106
-8.135713391747446,115.06811102857506
-8.1357132904237,115.07718490193726
-8.135713189099954,115.08625877529715
-8.135713087776208,115.0953326486548
-8.135712986452463,115.10440652201017
-8.135712885128722,115.11348039536324
-8.13571278380498,115.12255426871404
-8.135712682481241,115.13162814206255
-8.135712581157502,115.1407020154088
-8.135712479833765,115.14977588875276
-8.135712378510028,115.15884976209446
-8.135712277186293,115.16792363543388
-8.135712175862558,115.176997508771
-8.135712074538825,115.18607138210584
-8.135711973215095,115.1951452554384
-8.135711871891367,115.2042191287687
-8.135711770567637,115.2132930020967
-8.135711669243907,115.22236687542244
-8.135711567920184,115.2314407487459
-8.135711466596462,115.24051462206708
-8.135711365272737,115.24958849538596
-8.135711263949016,115.2586623687026
-8.135711162625295,115.26773624201692
-8.135711061301576,115.27681011532898
-8.135710959977857,115.28588398863876
-8.13571085865414,115.29495786194626
-8.135710757330425,115.30403173525148
-8.135710656006713,115.31310560855442
-8.135710554683001,115.32217948185507
-8.135710352035577,115.34032722844958
-8.135710250711869,115.3494011017434
-8.13571014938816,115.35847497503497
-8.135710048064453,115.36754884832423
-8.135709946740747,115.37662272161124
-8.135709845417043,115.38569659489592
-8.143550647764746,114.4556248356652
-8.143550546342118,114.4646988853862
-8.143549227848055,114.58266153155132
-8.143549126425444,114.59173558124031
-8.143549025002836,114.60080963092707
-8.143548923580225,114.60988368061152
-8.143548822157618,114.6189577302937
-8.143548720735014,114.6280317799736
-8.143548619312407,114.6371058296512
-8.143548517889801,114.64617987932652
-8.143548416467201,114.65525392899956
-8.143543953873968,115.05451211235278
-8.143543852451424,115.06358616192308
-8.143543751028881,115.07266021149108
-8.14354364960634,115.0817342610568
-8.143543548183798,115.09080831062025
-8.143543446761258,115.09988236018138
