id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJtUS3Tkv10S0RN6LZTyw7SMQ,Pondok wayan eka,-8.244919,115.306806,"Q844+2PM, Unnamed Road, Serai, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://maps.google.com/?cid=14143619691261305399,OPERATIONAL,,lodging,lodging,4.5,2,,,,,,
ChIJC43qUh710S0RtcEFCuHd87s,Oman Otak Kopi Bali,-8.2468383,115.3018517,"Q832+7P9, Serai, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://maps.google.com/?cid=13543412463038742965,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,,,,,,
