id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJZVEmXFp70S0R37FqvoJpbOA,ELEKTRO LAMPU,-8.2068867,114.77379010000001,"QQVF+6F, Gerokgak, Buleleng Regency, Bali, Indonesia",https://maps.google.com/?cid=16171416372241936863,OPERATIONAL,+62 853-3384-1463,hiking_area,"hiking_area, park",5,3,,Top,,,,
ChIJP3ZlwUB70S0RQX0C_EIPljY,Komang agus,-8.2070673,114.777609,"QQVH+52H, Gerokgak, Buleleng Regency, Bali 81155, Indonesia",https://maps.google.com/?cid=3933348104924986689,OPERATIONAL,,bar,bar,1,1,,,,,,
