id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJA-3UGjdj0S0RZssjkIYSVzc,Umh wah widi,-8.2914274,114.6222995,"PJ5C+CWF, Berangbang, Negara, Jembrana Regency, Bali 82212, Indonesia",https://maps.google.com/?cid=3987676364213046118,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,,,,,,
ChIJu0zxZRdj0S0RHyylyiGBTUk,Samacala,-8.2950488,114.6237943,"LINK.KEBON, Baler Bale Agung, Kec. Negara, Kabupaten Jembrana, Bali 82212, Indonesia",https://maps.google.com/?cid=5282019920109186079,OPERATIONAL,+62 896-6921-1202,meal_takeaway,"meal_takeaway, restaurant, food",,,,,,,,
