id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJH_7ReQuP0S0Ruiapfn_ourc,Gatep Lawas Ambengan,-8.189647899999999,115.1134453,"Unnamed Road, Sambangan, Sukasada, Buleleng Regency, Bali 81161, Indonesia",https://maps.google.com/?cid=13239149688892499642,OPERATIONAL,+62 852-3826-1272,tourist_attraction,tourist_attraction,4.6,130,
ChIJBz4SArqP0S0Rdnk1R-dbgpI,Banjar Anyar Rice Terrace (West Point),-8.187813,115.1075142,"Sambangan, Sukasada, Buleleng Regency, Bali 81161, Indonesia",https://maps.google.com/?cid=10557101525400123766,OPERATIONAL,,hiking_area,"hiking_area, park",,,
