Name,Latitude,Longitude,Google Maps URI,Business Status,Types,Rating,User Rating Count,Price Level,Photos
"Six Senses Uluwatu, Bali",-8.8442826,115.12982020000001,https://maps.google.com/?cid=13468133784366561224,OPERATIONAL,"resort_hotel, hotel, lodging",4.6,1832,,"[{'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZmBCm5PPmpgfoscYkcP72iN5HgOywxR7Mp6Wfq86br-iBFG6P-rICeZ7yilvAZAltZ9Iu8L_Q68BITP1M-ckN2CyzBK6eZCVwT5U63TSrCyBLyidJGbw0ER_HMj2VoXS8jpaFGrJH6i_PoBG8EH6nqyySlbObq-KDzt', 'widthPx': 1800, 'heightPx': 1352, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZlShntHpk2580argioAobqPdepx97IMN7F4lUYa2tZNfvKhyk724AOMigQXV5kYodE0SnKtLzTkBMEGMVKGCNUB7Ja05XVzV9wXfGYw1g68YeW0j1bU_6JKiOgWLJfS0786ILwGlNrfppi3sHsaU2rnqG5pb_gkDD0E', 'widthPx': 5120, 'heightPx': 3840, 'authorAttributions': [{'displayName': 'chEng', 'uri': '//maps.google.com/maps/contrib/104435901443927556306', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWxisd0lAhGzNNhW2gyXv5hn82Ek9RJKpWP47UAn_1xOoAYgFQhjg=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZlErS6_WiWLAR3d0VCz2uFcfhlG0NfdBFXmaQw8x1uPgnVs3qVwUIBgl28nK-mIjChGhdpzO3rMiLz5PV6tPkPkfIjOQqsv_x8b6-Eyg2udl7zkGAjUAA0TJz4-Kx3X2HMbosyRf_c9Fy2JmsBhmnVWzjTPGLpWcWYF', 'widthPx': 1280, 'heightPx': 1280, 'authorAttributions': [{'displayName': 'Raju Sharan', 'uri': '//maps.google.com/maps/contrib/109865561317662217424', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjU9yrhaEXEU5JWrPnlpkXRgX3WY4ehKSHfO-92wG9bY2FJHtAXLWw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZn4MfcX34BCU_Dhy-OrRhj-RzQqAhJuWANZcS7c5EThaRyvBkdJhS-3epG92QpTUny-4fUjs-q7qqESTZWxnfXX7e_EwDcVUS9ryt04x3UAfV5hgXpWL8vqI8RNNUc15DwiOyKRht3-yphNuJO3g9I4wWP1OPk_tLgB', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'paulalaliu', 'uri': '//maps.google.com/maps/contrib/107917761684018871356', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjVI71GTdD0xM9iUytWny88Z_BVf1aSgRIrUx9OwZWrCNjQLq18iLw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZlqR7f5WfxHgrf2JuqY44wKlnp2L4OUN6PPLGj6M-M-whMGzfgI_0gmF09aPPsOKO7iOddHjO-ctaV_KhvDE7PVLcS2wlmz6FkGqQnLbjheN9JrTDJkRkR9BBaGiXsJQdc1YZymIXLiFKjPkI25iU4307xbDnmDUdCh', 'widthPx': 3197, 'heightPx': 2146, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZnUeChIRzv0oeWpax3CT5WNv_HBDNltj7DJVA9aZ_BPgCePSyfWkQQnFjdDAAqFiHL-NRsasfJ5Qd387HqskyjKsl11xH1z-pC2GKW9JXcO2aNG1nOHP-x8e3Ly0sIilGeveZDxTbZJiuCmXSD6lBa75N1qr6mZ9PPi', 'widthPx': 5000, 'heightPx': 3536, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZnZhdbGyKpBEbHaOs9cdkLoM-OEGC1nUHtg9ED9TjPrpX5HBHWjNItd6bT4agyeNRz9bJK13FVx4zHVZzzfr4N7sQ6iMqohWwn8fsJ-N9ukXh9LoTkE-j-C46in6EmV_ARUSpuR_6f510aVsjhxdEYA94Z5xIpqvwLP', 'widthPx': 1439, 'heightPx': 719, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZnDT2J09nNlZPDw8kIGDITTRAtDDPJOng9qe_IVL8vxR3lhwo2hJc7DmvDVedKtyt_wTtFK28dQrP27rYiy3o5lYzK_9Uh-JWfIN516j-TQATeDHyN8ScFeRnccX6Q3b-Sh-nYlR5CHh1c2fOe4d52GEjj6WSAsLXgz', 'widthPx': 3181, 'heightPx': 2122, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZkS3MWJC_OCdzbffBBAitVux55Jo6nUC4RKBRLe37URA6LcCbgpDh2UZGsY-mxf1bgUiLVI2IQg_8CAizSwwDMk_RZyDG9S-mqDEm8IqdzPXFo2SLjZ-MXEmYSnYnWCPv1Rbq2zyPLxs-Nh6xIrQPr3WONtbzOtFgej', 'widthPx': 1280, 'heightPx': 1280, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZl03CMA8uYqjE2QH9VqRVI3CWxTndh8UUxlTEuFvk6Mod5YH3qoYMOAPqxA4R1HsReehocGnf-QiW1sEwNITwEpA_uFUQCIl812nAMlrpqQnP-GuUaMkgfCP9zvdUCV-j4XdkFOVSRsHNBoIKpOQfTRtV60NMWCZaV8', 'widthPx': 3190, 'heightPx': 2134, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}]"
Oneeighty Dayclub,-8.8462706,115.1251216,https://maps.google.com/?cid=17982098964243675585,OPERATIONAL,"restaurant, swimming_pool, sports_complex, bar, food",4.6,1092,,"[{'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZmlVwsx7-WrsMT1mZGe9HN7cjz1d9r92JBW9DVZPBTWPHZFrSUpR4t6YyffVPsmPPwcKJ5N0SBXMyFA8JFkIUpbSavm1FINX5VcyXX8YGujLFCiQyTpsdRVIn7dYC69UYFMJN5IBPdBiPhWkH24NXCypmti0eIHlcde', 'widthPx': 4000, 'heightPx': 3000, 'authorAttributions': [{'displayName': 'Vincent Doe', 'uri': '//maps.google.com/maps/contrib/115874946479792502672', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocKDx3wakyysFJTeYilTS7BoOA2y0uAlf8B2hIMBGZH2gVV9dw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZka_aiyIyCRx0Z82GisBGO5I9UCFsKCQcuu3Z1qhvLkStrSHxnvG0exIundIGTJv4xl-NKQQneg2PwlBDdLYD4QikspSH5lAyHSah55FaI2DEooTREWp2wA5YuHLyucIgXqQWdj7gSwhQxdfKVmSRA45-L70r-XmuuR', 'widthPx': 3072, 'heightPx': 4096, 'authorAttributions': [{'displayName': 'Karen Ramores', 'uri': '//maps.google.com/maps/contrib/113145729130336878350', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjU8g3g__s-Q7ejkbW9W0Nh2fIIzGFQ3q267E5HV_M6L_6qN6UXG=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZnUoCZDA3XCUD6ChvMJCtBq-ElSLJqOhdISUgWn7KNGx4kkrNJn7sVLujYL2fFd6XWipfuXf_1wpWy2OMaEMT8Yu7ct4SajETwPM13GAfTvuPFGPVSas6Soit7ENsruqRzgOCrbqO2-giEGhyjIxiyndh9fOtEwBDni', 'widthPx': 2287, 'heightPx': 2185, 'authorAttributions': [{'displayName': 'Oneeighty Dayclub', 'uri': '//maps.google.com/maps/contrib/113229049695437580162', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWpU5qrPxOtwj5Udvwh5v4S8ZjUlRnrw2bT8uo7oo4k66pWdAA=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZkdALwm7TzlavlOqrBggzmkaHJDwyH0mBpy_IqDB0LLqVvkHJuEDF9naOkFlSQ0fpMin-gOiJun_CBdr78BC9EhdkevGAR77Fycc2KiAEcto4KqwmM_l8-EaT1lJ9kdqEs5tin5QmWB6eNodQiLvCgHnPdeT0NHnb6H', 'widthPx': 4000, 'heightPx': 6000, 'authorAttributions': [{'displayName': 'Oneeighty Dayclub', 'uri': '//maps.google.com/maps/contrib/113229049695437580162', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWpU5qrPxOtwj5Udvwh5v4S8ZjUlRnrw2bT8uo7oo4k66pWdAA=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZm5UIiU-0HgUkS84h-_BvlKtBL2PGgFRKrO9zGT11PGBo-QA9lS9D3UhzIsJQp2vfNuwOl-bpeUfT20juwqr5Oxdc0ArkOfY6Z-NOHMwn6tH40p26MDwOQ-d4oRjtWODklbGtTyap3eM-0h5UX0DH0fKN-bmMDhbIPF', 'widthPx': 3814, 'heightPx': 2543, 'authorAttributions': [{'displayName': 'Oneeighty Dayclub', 'uri': '//maps.google.com/maps/contrib/113229049695437580162', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWpU5qrPxOtwj5Udvwh5v4S8ZjUlRnrw2bT8uo7oo4k66pWdAA=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZmLj69Klp8Q6CZ_zmInEjqvmSRnQEne6Vf4Xxvu4ashbzCBrIt66HJdBSbId-ZVG3nibXH5K_D6F33a7ELRGWFm1aVI1uxFTvRQndEr7JxjlZ29BZf81zoI9TjL9oF0SQm1J_z4W3fR9kDZy4D9wjgJmi8benm-7SG9', 'widthPx': 4032, 'heightPx': 3024, 'authorAttributions': [{'displayName': 'B. L.', 'uri': '//maps.google.com/maps/contrib/116319626130403330322', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWZFIeD2mBwkkqlUdw8ReOhsXkwcTKNlTDn_WvqSQyy59G6ENjXhQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZkV7u4MPjg3iecKrRcpIkh3euGePzZTwTh3e3oiggCcMzwBuZEr2aWFIn_hX-M5EXZiDDpXzlwGzEt5WtzpajT7tTgjRF4u6Lq99G3OieA4IuXp4XbI5S8-Q56FknQypyrS6SnAzb9Q9IwoTDK8GQnVfJhexRmWZFN8', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'Minnie (Minnie)', 'uri': '//maps.google.com/maps/contrib/110834914879510332842', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXFJCz6W2txRgDZIIwDIDvzTqwyKcm2_HsG6cBcp-mh-w7wLfvg=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZnKHrZos4H00rfu1hiAoP4hrrjc3AEWJuJTw4yP2I6EbJ5U0ByW2o5BThCtb6zKhgq6Z88WiuYe2t9v8zpA2o_raZOiBMKq3hBPHAXMAmb5BHWuQ2LSzB4DB2IagIvma2gs5UhoWsCgiyliRQzVsdAoc0nLNcKCVx1J', 'widthPx': 4000, 'heightPx': 3000, 'authorAttributions': [{'displayName': 'Peter Kovacs', 'uri': '//maps.google.com/maps/contrib/117227631040037302053', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXWXdTGw_2RugWF9isHxZWZyBDt9Zqf9F6EuHjRU4_Rt0Jku2O5=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZlYNRMlsrxHNqojX1oX2s2A18KYkum9-L9Mpj-TTamwH3NIpVux3GIUFf8SxY3cslJ_tERG3JMhSsyQ57NKv6PcCYVJIba1DjFsXpJS0LmPzKj-8C3Njq7eqE3VvBbFxnQN3PWhlfVYSZuI1XECdVKHB6g_e4jKzIYz', 'widthPx': 4032, 'heightPx': 3024, 'authorAttributions': [{'displayName': 'Olga Niemann', 'uri': '//maps.google.com/maps/contrib/106969603800203220006', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWOmg_3HuniTP4xeCXnThtZc_1oRh9balQLuSCkOQGvg2WuX4o=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZl_ItwRJAF0rRRNe4YPZiQF5D901WpBWfwSdFOpqg5EWaRqy8YfiPcn-ZBaL2iUrmal_iwRc6tofrDlOU6jvw49yeaPv0KPR6lqJXi2fZpZ8DJlA-zhO6sw1pKao6JyHul6brud4UKZ_zaoou-xwYaW01MDGxSlxp_W', 'widthPx': 4032, 'heightPx': 2268, 'authorAttributions': [{'displayName': 'Oliver Mayall', 'uri': '//maps.google.com/maps/contrib/105495494879008924203', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocLZF4B-iDTR9Ac3HpjL56HkBWUV8J_D9gEkQbXuw575qkxJ0A=s100-p-k-no-mo'}]}]"
The cave by Chef Ryan Clift at The edge,-8.845794,115.1255621,https://maps.google.com/?cid=12284302946109367238,OPERATIONAL,"restaurant, food",4.3,264,PRICE_LEVEL_VERY_EXPENSIVE,"[{'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZkFm6aSPH2x8WdIoBGAbpjxAT9eRwQAAD8vZv3PNpoeJ3GeQNLWCShZJ6rpMnpSoZZO0NUf9PyxZsxqABb3h_nZdANuUxs65CUeCoixgH8rOHAtLFdXlS-QqtVf8v07F4ue1CCShpHoV0fahTyvPfQbFEeFhdTJc13u', 'widthPx': 1773, 'heightPx': 1182, 'authorAttributions': [{'displayName': 'The cave by Chef Ryan Clift at The edge', 'uri': '//maps.google.com/maps/contrib/112727716297608502101', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjX906TXYpjE9lFyRCTN9RrWWwCIHKHBFyLwEk5g2wx1zFOIVKk=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZlwvB_0wqw5vCYNekiIhlcczgICoHGyh_1crsuW0QnyA7QlmO1LC0hd8XUiKlyvmlVYlp_tq8WyfOm3Xj4yJsHHO4zXOqnQ4c0b9Ke0U8_QEQUb5CY2ehR8wypn1upECfeuXO_HfD-04VHWOdn0VDQ3Lfbxhz0KOUKu', 'widthPx': 1200, 'heightPx': 1200, 'authorAttributions': [{'displayName': 'The cave by Chef Ryan Clift at The edge', 'uri': '//maps.google.com/maps/contrib/112727716297608502101', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjX906TXYpjE9lFyRCTN9RrWWwCIHKHBFyLwEk5g2wx1zFOIVKk=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZl4H_CqRPEoSpD9CNG7UYymORkb1ElSw84V1aEAIAv1sXRAeWmf7R0lnuFhyJ4tQAXKV8m8es5Bf6cm8AsqwjerEJiMDRwdDJ3NfRTrwqfuVSdyhq_RDSXpWWKSiru2vEjH4GgJLtBLD7qc0FCcNUc_odIXYSnViIP7', 'widthPx': 4786, 'heightPx': 7176, 'authorAttributions': [{'displayName': 'The cave by Chef Ryan Clift at The edge', 'uri': '//maps.google.com/maps/contrib/112727716297608502101', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjX906TXYpjE9lFyRCTN9RrWWwCIHKHBFyLwEk5g2wx1zFOIVKk=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZksTcVXEX36AhvobyWcdc3YzM0Vr0vPJ9NVvYj0O7-cBpJn7grzizZkPhy8A3PK6nss28nBTCYDLcPmmhGLzHGeUqVDAb-esRRuJlCGhNAml0D7F1syaVOP8b_zuRg5aShb8URzN2vckw0P5nY3FlCxElo93TE0Dyxw', 'widthPx': 6026, 'heightPx': 8034, 'authorAttributions': [{'displayName': 'Andrew C. - My Inspire Project', 'uri': '//maps.google.com/maps/contrib/116311700786805436573', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjUGvtFUdc773zLXZpgd3jDy2oBI2CgFqVbXCNqjzbqFqQ_P7t6-oQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZk-rN2r0Zj1v91ETNYNQFsAShhM16q9SR2o-p9XFRvfcXJti7wuOmhyNOWJb5ZYFWuB4frfZIMHwbQAD755Yhs7gusE5K2S2-arRjQoO-URQ4LkQBwycefJgin9dV787Te_c3bhLHwL_dp9GbgWpblyzUQi2qmk1rgG', 'widthPx': 1440, 'heightPx': 1800, 'authorAttributions': [{'displayName': 'Nic M', 'uri': '//maps.google.com/maps/contrib/105657052829227913493', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocK-8DsqMSq9-Bry9SRAXI5cT__CNL0Bc8TDqOaC87QttMUOXQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZmSNCN24hhsCkklSN_H0zr13957FOx79zKxz6YKbNrWbP0_38ANAf7HVDdtYei_lJX8l2fzs5RRuvuqVBYePTlUnuSfHGwCI0iLw7ybW-u2ITxetY7edZZuUF2p91BksSnE9OnGZSjM93I0QL5ugKCT38GkJJeh4j8', 'widthPx': 2160, 'heightPx': 2160, 'authorAttributions': [{'displayName': 'Queenie', 'uri': '//maps.google.com/maps/contrib/109298971357666156312', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjVMK6FRLYKIUvR_WmbzyVMTctXtZkVx86aXWObU3RBrY4vabfI=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZlVlWq5SstoaZLzYEw-0fqm3oYVb5sIeIXTH3ayBnpwfIFYDLItfYhBfQ0u4dkxw6DzOa7_UWy_dyq0QghiADw1uz-vLguEh9kcoSxAXkp-vzM9oVsVcW38G-nvvqfw-uebkzwzwcrTcuyp8r9pwU0DN241XI14tngb', 'widthPx': 4032, 'heightPx': 3024, 'authorAttributions': [{'displayName': 'Chloe Jiwon Baek', 'uri': '//maps.google.com/maps/contrib/110737839641770766339', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocIPIoFpX4_N1Rfg_eW-OcnyLqTaIjoeAUBRFZ5cdrFDrrJb8g=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZmpo2I9e1PfJLS38E9S547OesQoyhyXzeBbVgsNry-mFyh3gZN_BDJB9jRN6kh7wnacLR0CIIeZlyYyoRiJzZO68dRMZgDbdpRN0B9wn_3vU4t3R7YSoPG12S7KvQ9S1-v6ULR3MK5ngqfYovIUNUJusDRFqYG_n6aI', 'widthPx': 3072, 'heightPx': 4080, 'authorAttributions': [{'displayName': 'Aiman Ismail', 'uri': '//maps.google.com/maps/contrib/107327289702031495314', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocIuQy9hHucooTrcByxabDNdSjfivz1T7I2ZqpdDOK0pEech9jw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZnuQjGI18ZtJX_ryAH2iG7K3DEOy4GJa01uU_DWneMjfIpY1jvY2uo4AUVVLf0xeXF32-wkkGu_WDOK0ZnWV-9OohRaVrcID6ek4c5X_A1Omt_0AiKYtWa37QWmFiuwmhoFrd0ndpugsKi-1RUkKOYnjQrtFRJN9eWe', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'Eugenia Mulian', 'uri': '//maps.google.com/maps/contrib/117624542898485657310', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjW98WEKEhvnKgPsa1Vh9IpTkESGOww2G0_LKFDlSGE8vuYSsJ3_fQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZlx62N5a6CCz56o-LZ-qG9kLPL4Mnmjp_Uzd5Ca39fzr6b0rDPNSGhEr4uaZDuU8_vcCqXeOc1-WKyJZeJSUq4mIl-sjORGxaCN5eDWkn3nwS0oMZYV4J5XRS67t3PoE6zc_vf9rtXPNLyaPYUiA_YloBbZhL8mjRwT', 'widthPx': 1479, 'heightPx': 1109, 'authorAttributions': [{'displayName': 'herman tao', 'uri': '//maps.google.com/maps/contrib/114233555448069724906', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocJSVXC9NrlaMYs7s0P50gDD-McC8T8SupQOI3U5gt17ayppBQ=s100-p-k-no-mo'}]}]"
