Name,Types,Price Level,Rating,Photos
"Six Senses Uluwatu, Bali","resort_hotel, hotel, lodging",,4.6,"[{'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZna6nf7Hncu2VmCZ9Y4HLEHmBcxMnLszdd6PgVNt1bEJf6FFwe4iMbuDb-TzAEjst5OKf5ofVbS1V65bSjY3g0JprDSn5HdeOL8GRb-Xh_lQDTZeUMXZHCtZ0Ztq678LBHRjbmEOdyotGHQ9PTk5L3wTHqpkSWJ-1Et', 'widthPx': 1800, 'heightPx': 1352, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZlaLONfz38trM9bUc7n9Fn3OjhuzvadAmLUzeEKQAjrhdC5mE2BVbp_0nHGI0tQPoP1FGhH31JaHDsfdDyn3VzRGEZI-kCYVoJ2k-7fwQipqxs9v-zA5xQXOl8wvj1Ndg9b1oKJCj6rL2M9Gtv7_ArQHgRD8DEb-Cea', 'widthPx': 5120, 'heightPx': 3840, 'authorAttributions': [{'displayName': 'chEng', 'uri': '//maps.google.com/maps/contrib/104435901443927556306', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWxisd0lAhGzNNhW2gyXv5hn82Ek9RJKpWP47UAn_1xOoAYgFQhjg=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZmEuSd7pj5gxhH-HTIH3fjg81TSYvuALA4cFnhRaq2EGvLNzAbKh6KOIVM9-_Uwh07__8YlYyeh9XjBfVoSAzSTuYQIslm8vesXYBJh1zpTnEQyKcmz4s5BavSW2Ls6gf2ANJbAWvtPL7-61WCOFuzyKnKvZfz-m7tx', 'widthPx': 1280, 'heightPx': 1280, 'authorAttributions': [{'displayName': 'Raju Sharan', 'uri': '//maps.google.com/maps/contrib/109865561317662217424', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjU9yrhaEXEU5JWrPnlpkXRgX3WY4ehKSHfO-92wG9bY2FJHtAXLWw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZmHBGHP95nQ_I4Sz-bHS3Ga5YgYoNdQjf2WD9nvBhFr4w9R12JYljAXSsnJa647cZvLB3klwDdyOI_vg8IoejGak92idGDQZ_CmwX4twnnzXKIQrnjR-__n0PsURH5xigcZ5g_ZjtKHMNEGnJt5oY_5jwv0JiQTTCQK', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'paulalaliu', 'uri': '//maps.google.com/maps/contrib/107917761684018871356', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjVI71GTdD0xM9iUytWny88Z_BVf1aSgRIrUx9OwZWrCNjQLq18iLw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZmg0qrfxvPZj2RF-uMsr4m_VJjSYhN3p0GElB9FkIXFWCl8uKxT90C8XW5eMEenPy0IT1JKCenwPYY11RaNb7JC02JgDjCvwPU6jPV2JGjbNFefvaOFRJB8O-F4nBhWT0UAVgEVYFrtoqsUlzuMET1n2rb83Vd6y_e7', 'widthPx': 5000, 'heightPx': 3536, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZl3UjIUvHylXzqGTYJq1UkcwqpSLQL38tgEiNmJ9ZAnmy5a5Lweva6maYCVGsdHqPHrRy-PmBRgIyvTpkVa6QERi27Pj7Bjq2dFwvUp6lnjIeZKCuclri1646kl6Ja_EisLVRDNwbFAWbpEAevHbcnQ-2hgnzzL5qCB', 'widthPx': 1439, 'heightPx': 719, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZnbX3pBn7ngGqEl33h_GrR8io7dafhJxbQx_wBL70Gu6epUC-iCsTlBGkVqD1zU8y8UOxHGV2_4it6wcmLAxVPZguOxo-qbkPzeL7fxPAscv5tvVBK_33-4cW4rRil5ccqztAR0M8lp8aWGmMhwy1Atecv-lhsOghDt', 'widthPx': 3181, 'heightPx': 2122, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZmDKBXcjiafc9PPX04UYkyzLHWq9DyeJUtY4_-AI3-F_yDO2rAHkYWuY-ybrU0YiKMTOwZmq8qrF7Uw6dDPksWz4LsplForBZVKtsBgNonrZGdQ9J8RyW1Fd0-Xz4fmIU5WqaQ9JzLap2bFXI9QoS7cEKz7Loy3AYbi', 'widthPx': 1280, 'heightPx': 1280, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZkhGGDbMU_A1ibRdA12zaKaGi0Q0T2yKNbHVYUX5q9mD6IN1pkjrK1CB_eQCZI1PMi9VRhn30eTUOVUmthrwN2l8quNvoGgsIp6d57oaKqO_VFpZOX5rMC_MvGSfYooGpGNrxMNP_JcniQReAyoMgs0jq0CNN9guORc', 'widthPx': 3648, 'heightPx': 2736, 'authorAttributions': [{'displayName': 'Bernard Baliadvisor', 'uri': '//maps.google.com/maps/contrib/100425915034040861556', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOv3QqrJRpQzAruLJmFornh_b6X-CGJYdADOQfY4hGtzUVQuJLfw=s100-p-k-no-mo'}]}, {'name': 'places/ChIJhWw69uVa0i0RyDeb1FFs6Lo/photos/AUGGfZl9H7nedvAqURLTwgrq5Kw_BHceLvZWr3LhvJPPWUNRy1C-H7tvljbHRRYKAKqVk1VcPLfPY8v28WayCQDzvfDxpluu27k1nwjAcL-fnGDxYBwPlNk16u6GRYO7RmNMXEGisUzVpQ8BH6j97er9zTDJ0ZF6wD7V9CUr', 'widthPx': 3190, 'heightPx': 2134, 'authorAttributions': [{'displayName': 'Six Senses Uluwatu, Bali', 'uri': '//maps.google.com/maps/contrib/101952794412591479217', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXOKZP0fg-Yq5xfTJcue2iHT_8ACZy1-go8r8i-zSZoH4Tqf7A=s100-p-k-no-mo'}]}]"
Oneeighty Dayclub,"restaurant, swimming_pool, bar, sports_complex, food",,4.6,"[{'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZmvFki8xkINvfUBERdjJg-9934e2Hlb6rKkZoxodPOo1UzfCRPMpUqRDsosSyoavfepIz3PZjj3RbVVwNvYOwFw5ytzRQG7dTOMJ0fNwQ1NHKOc2UXLc9LfuY0x4CTvFMyyEgFm3DeKqyIhBRLNv9-JR1-Zuq-vEAlp', 'widthPx': 4608, 'heightPx': 2592, 'authorAttributions': [{'displayName': 'Daniel Chau', 'uri': '//maps.google.com/maps/contrib/100932515606100382231', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXFEFBER7wgOO-xl6eGwaTx3GBRDKxXjNfi6KeHScUm98ZUCFs4ZQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZmIAV9emt4aQ__Hoj4XO4Y_nCsnQhigdjBCjknWUlZYJRqM6O90ZwgPC6bNZAJduwvVxaP_0HPoHc2o-J-ybCbn8zPNnFQ0jF4kNvZLM6jnHXLTBgfq4_qUtdgs-_6rgWdEEOEDpTx3MIRtwxYsfwpq9yTMtD7Zckl4', 'widthPx': 3072, 'heightPx': 4096, 'authorAttributions': [{'displayName': 'Karen Ramores', 'uri': '//maps.google.com/maps/contrib/113145729130336878350', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjU8g3g__s-Q7ejkbW9W0Nh2fIIzGFQ3q267E5HV_M6L_6qN6UXG=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZnfQMFcyAI12bpxke8L_k8pmznL3_QJjiDlK4Nhf7_Orr7Rp_Nj7lQXTwD_t5CPdiAd3a4sCsLCD_pN29wh-hu3o-_Jf_wpLlbdahzgkTQk7EhIztyvJzYfqqhQ07FT7K6sY4dTS4dgcxWSrLuxAI9cjB7_67A1ICdg', 'widthPx': 2287, 'heightPx': 2185, 'authorAttributions': [{'displayName': 'Oneeighty Dayclub', 'uri': '//maps.google.com/maps/contrib/113229049695437580162', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWpU5qrPxOtwj5Udvwh5v4S8ZjUlRnrw2bT8uo7oo4k66pWdAA=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZmlX5bh-jjc7AmDIyjRS2ZkyaAvXFGVHHvn_0gHi_qLTNwfyAQP7rLbn0JNdsjIS8eix26x1EfuFZFm0QbYbV_rJYhXFfUHvsVTPO22K59utHHt4gyW3lHflO0gTqqo_Gk5B4RV6EYA6Z7UXVOLER2q_wDay3YZkVUv', 'widthPx': 4000, 'heightPx': 6000, 'authorAttributions': [{'displayName': 'Oneeighty Dayclub', 'uri': '//maps.google.com/maps/contrib/113229049695437580162', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWpU5qrPxOtwj5Udvwh5v4S8ZjUlRnrw2bT8uo7oo4k66pWdAA=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZm5IMcNxV7UYM25bKlWOVxSr6VSZ6JMxjWptrbnizGFjSOXtxXxKlbIKcvKXkFx9xqfXRQ-EOFDbVXtDnW0mTL_ZG2I0zcRXMNgANNl7YNPuIBvUmJ3oSbTZXw-nkx14OSr8g4ahhwOqebsEAqBxw_CP5sBYYLh7wZ5', 'widthPx': 3000, 'heightPx': 4000, 'authorAttributions': [{'displayName': 'Rolf Bobaly', 'uri': '//maps.google.com/maps/contrib/101085452063539761917', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWyEOHp6_8PdDqKfY_T5V61ukbrckLxaQh9WgwUMjEouAKYIxFb=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZkksmaaCsRT3YiGPLZvlm8ok7Wj_Yexy2J9r31L_puIQELsVhWjFhN5ph7eXVOms4n5FJk3m60rinC4qpEgEb-AUIlaCstZJB0_toEVOIma_2n_foq6sDhtF3w8AhOYzHJU-VjVakRgM70Km92r1N4J5nKgshgm83Us', 'widthPx': 3814, 'heightPx': 2543, 'authorAttributions': [{'displayName': 'Oneeighty Dayclub', 'uri': '//maps.google.com/maps/contrib/113229049695437580162', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWpU5qrPxOtwj5Udvwh5v4S8ZjUlRnrw2bT8uo7oo4k66pWdAA=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZkXQDI6ZqQckT9s_VYmhqV8xcVpIQcmcQOi9odniBsy_RwJ-79CNKdx4n3c_z1alZ_7elXp5RtMsiMCTdGc-yJPhu1hz3UjCTz6_2ed9whlmGdOHqETboEo3J8qwdEKhovNNCOks2R-JKJvl5s8LFMFR4GS77-017eW', 'widthPx': 4032, 'heightPx': 3024, 'authorAttributions': [{'displayName': 'B. L.', 'uri': '//maps.google.com/maps/contrib/116319626130403330322', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWZFIeD2mBwkkqlUdw8ReOhsXkwcTKNlTDn_WvqSQyy59G6ENjXhQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZkQqgghj5BqOjCsUe6M4bu2yrsN-WbViAcFu4yR6fegQ6zj-X-H6EnoQveUGIB8ksPwr66ppAN-AAkS-RswrGsAMSPxR2rUnn_8GD41yQUGGzQE-pjaJYkwRUM2y5LOyCjRykqJ7o3nUzvshT0vsLvnvn3a2iP1jciv', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'Minnie (Minnie)', 'uri': '//maps.google.com/maps/contrib/110834914879510332842', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjVI-dXLFuqliUEVIqscox4C_HYxV9WtjLceBbzp6lnPvLZYB665=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZlTDOy6HPD5D0Qnru3VzUFix6xUyhiuSBoimD49w80gT0cj5eI8l6E9Q8nnDGK43glPuonA3URmZem4IAaLffdqfMZWPV92tAU41Ep56sLoWKpd9jmgYJtI9IGw8iROXWHtQWdt_AsdXZr0RtBqJfkTI9QQ5vz5Prxi', 'widthPx': 4000, 'heightPx': 3000, 'authorAttributions': [{'displayName': 'Peter Kovacs', 'uri': '//maps.google.com/maps/contrib/117227631040037302053', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXWXdTGw_2RugWF9isHxZWZyBDt9Zqf9F6EuHjRU4_Rt0Jku2O5=s100-p-k-no-mo'}]}, {'name': 'places/ChIJ3Tq7gu5a0i0RwfmpF7w_jfk/photos/AUGGfZmhCq2CIoyx4ZW9thLhgl8WcCMK7gxDEZR1eeRKEe4K0C-uQTn--9S9955OfGy2t2hLx4ppmMU-5Jnd7ce7MJzMwsAm8Qp4Qj35Tay78_E4KYs80zN7na7qB4iBwD9MjrbQW0u9uBhy1Sqa0Rsw58lWbFg28xjEPRO2', 'widthPx': 4032, 'heightPx': 3024, 'authorAttributions': [{'displayName': 'Olga Niemann', 'uri': '//maps.google.com/maps/contrib/106969603800203220006', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjWOmg_3HuniTP4xeCXnThtZc_1oRh9balQLuSCkOQGvg2WuX4o=s100-p-k-no-mo'}]}]"
The cave by Chef Ryan Clift at The edge,"restaurant, food",PRICE_LEVEL_VERY_EXPENSIVE,4.3,"[{'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZmqnaXoHsvLAgN5SAUvFNPPqBypFYedVtW04u_NYIT3dGv7ea-isxhQ2yC6WFMoVXpxZnSzf13EJawIunHcBsr0Uw4uaNn04f9kt-xCPWMq2YdzIzg1f3A6WheRHDPzduEBCeyELp-JvN8rH9UBxsbwXaSMRbRGBnBU', 'widthPx': 1773, 'heightPx': 1182, 'authorAttributions': [{'displayName': 'The cave by Chef Ryan Clift at The edge', 'uri': '//maps.google.com/maps/contrib/112727716297608502101', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjX906TXYpjE9lFyRCTN9RrWWwCIHKHBFyLwEk5g2wx1zFOIVKk=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZnzDzMW2Wb4H94MZqEaUwsWzcdHfkVYR0rm8gJTGBhDnfctLSWprBPo43M0fTVv09J3d-BTvdhV6jIf_RWNzxJwonN7TzCb_xMpcqkYDQP8W9GxaKwPPDyISnJZALsp5bIol9cQkXB9CfuQuoZ0TdaAZ9ZCsjzACLLN', 'widthPx': 1200, 'heightPx': 1200, 'authorAttributions': [{'displayName': 'The cave by Chef Ryan Clift at The edge', 'uri': '//maps.google.com/maps/contrib/112727716297608502101', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjX906TXYpjE9lFyRCTN9RrWWwCIHKHBFyLwEk5g2wx1zFOIVKk=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZmWwMYRgmfyQ6rguynu5VUFdwYL-HQlZVir84Ae1pWBfKgknFKlQes_0KJtIDbOv-G5JaKxLCxy7ZLxLRVAwFUMHnffJ4_slt0aG88YxIaESEtt7v4mGJ4rIWWD667awkDbtSsGF-XZ9dPW9c7K70QuuekNfAXDfDBE', 'widthPx': 4786, 'heightPx': 7176, 'authorAttributions': [{'displayName': 'The cave by Chef Ryan Clift at The edge', 'uri': '//maps.google.com/maps/contrib/112727716297608502101', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjX906TXYpjE9lFyRCTN9RrWWwCIHKHBFyLwEk5g2wx1zFOIVKk=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZn_1-p-Er_A_l3Hr1Cj7QwBjh-0_EVATuca0CM9igoTL34liqN0HqSWpKtsJzwh78ZB0Bn4Jv7WgiJ4dMWIBu_2RhfpUWm6xvRBP78qXHDtmsEEagxaXmYKu7jnwHDmJikYIgIq3kpErkNlmq-B6M6FhiGjphaJmVuf', 'widthPx': 6026, 'heightPx': 8034, 'authorAttributions': [{'displayName': 'Andrew C. - My Inspire Project', 'uri': '//maps.google.com/maps/contrib/116311700786805436573', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjUGvtFUdc773zLXZpgd3jDy2oBI2CgFqVbXCNqjzbqFqQ_P7t6-oQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZlb38cr1bWkOwK8V_AM6FXdckUmqE46f3CqOqjHaZuNNxY428VPNaIzr0SQowbHNyIK7O2fjBt2kfriz34PEihEPflKf2b67t4ppfhUogy6PDyrWC86iJ_I-S3n4jzXP6FJwW1NaSosOzwf4Fh8Iyv2S264OBaVzBhI', 'widthPx': 1440, 'heightPx': 1800, 'authorAttributions': [{'displayName': 'Nic M', 'uri': '//maps.google.com/maps/contrib/105657052829227913493', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocK-8DsqMSq9-Bry9SRAXI5cT__CNL0Bc8TDqOaC87QttMUOXQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZkOGFCHu9TJ1p4BX9fGEP1M0nKuiwBJBJSdJbBssdaqDHW_Mq845aBJQCsbRZEA1jyorA9D6o3xCKwyBQ4jQZQ46n5UCfxV3eXxW7JgCfYX8tJkYrHGH9siTvrWc8HqiXD_nCyJTqf7XM_1OdV_5kASQk9ch_4mMzc', 'widthPx': 2160, 'heightPx': 2160, 'authorAttributions': [{'displayName': 'Queenie', 'uri': '//maps.google.com/maps/contrib/109298971357666156312', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjVMK6FRLYKIUvR_WmbzyVMTctXtZkVx86aXWObU3RBrY4vabfI=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZmDvk3kh2IXQZ8AeyloeZDObNM_Y3RaaKGxXA09xBI84-plZUVXbBGBsyg4vDwkdyNlK92Dfl-ObL5lP8SX-L2IbnIWxFnFFM2jxkRA89WgMSmuJFPbUxAOcQRGvqnfapYzY9Tmk0ayCfUWRsPya0TLZn0na7VStI6P', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'Damian', 'uri': '//maps.google.com/maps/contrib/106684702450092236398', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocJ0Uv1iCMCLLWtsjAGBqlWJXAJUm5rbqjVTqPlqj2il8yjcvg=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZniOuiMs_Yrx08xs2DBbNuFiLvwPVLX8-6Kkob1frk6ElVo7p5QJDAkvoOSgXBtOQ3PmutrDGkT7J6IZttqY70PMYP1td__K6Hsxu2drmjyvjVsJ-fR4JCbNLtbhtUSS1UgUz9xs68LOwe4X3Udhm0ofBB5cL8J6Lxn', 'widthPx': 4000, 'heightPx': 3000, 'authorAttributions': [{'displayName': 'Dinn Yap Soong', 'uri': '//maps.google.com/maps/contrib/118007028363653737491', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjXJNfl9BT9S1CaeABSNv4AjcJr-RXdVy0Zcc6w_UvKRnP6uIBLX=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZlLseRJIIQ0dQwtR6KiHhoogbJQhWZgVmJELJzN0krpGuba_suAdx-Rt03xMnUPzxrfJZH_N4v0DBUrnI24KzXJr0ZZjgBWJnLZ0JNjlpy7bjb8sCrPwaIO_XDyTMurcWTy3FgDHusyCHGL9Bw9qav_CD7o_lWD0sJs', 'widthPx': 3024, 'heightPx': 4032, 'authorAttributions': [{'displayName': 'Eugenia Mulian', 'uri': '//maps.google.com/maps/contrib/117624542898485657310', 'photoUri': '//lh3.googleusercontent.com/a-/ALV-UjW98WEKEhvnKgPsa1Vh9IpTkESGOww2G0_LKFDlSGE8vuYSsJ3_fQ=s100-p-k-no-mo'}]}, {'name': 'places/ChIJz3aiexxb0i0RxiMiyHGceqo/photos/AUGGfZlqq2iA3_Eh037F0hurhwPngiAHmNHOH0gIqPJv88P2jvIvQX9CUSyMvGlYTotwRzmuLfOo14xzQqg1_-yw10lj6QbqJEvotzqz7Wk4LlgNCPFvD5RW19NmNuiE-4NbYnYGn4VZAPCet0--69JKhFWUJ3sZI48PwOay', 'widthPx': 1479, 'heightPx': 1109, 'authorAttributions': [{'displayName': 'herman tao', 'uri': '//maps.google.com/maps/contrib/114233555448069724906', 'photoUri': '//lh3.googleusercontent.com/a/ACg8ocJSVXC9NrlaMYs7s0P50gDD-McC8T8SupQOI3U5gt17ayppBQ=s100-p-k-no-mo'}]}]"
