lat,lon,index_right_x,featurecla_x,scalerank_x,min_zoom_x,index_right_y,featurecla_y,scalerank_y,min_zoom_y
-8.79345925480761,115.22370436715798,9,Land,5.0,0.5,,,,
-8.793459145171907,115.23279365420734,9,Land,5.0,0.5,,,,
-8.793455198287477,115.5600079862041,2,Land,5.0,3.0,,,,
-8.793455088651825,115.56909727315455,2,Land,5.0,3.0,,,,
-8.793454979016175,115.57818656010234,2,Land,5.0,3.0,,,,
-8.793454869380527,115.58727584704744,2,Land,5.0,3.0,,,,
-8.79345475974488,115.59636513398988,2,Land,5.0,3.0,,,,
-8.785629934001799,115.15551964049644,9,Land,5.0,0.5,,,,
-8.7856298244652,115.16460873675965,9,Land,5.0,0.5,,,,
-8.785629714928602,115.17369783302014,9,Land,5.0,0.5,,,,
-8.785629605392003,115.182786929278,9,Land,5.0,0.5,,,,
-8.785629495855407,115.19187602553318,9,Land,5.0,0.5,,,,
-8.785629386318808,115.20096512178569,9,Land,5.0,0.5,,,,
-8.785629276782212,115.21005421803552,9,Land,5.0,0.5,,,,
-8.785629057709025,115.2282324105272,9,Land,5.0,0.5,,,,
-8.785625223929177,115.54635077740416,2,Land,5.0,3.0,,,,
-8.785625114392634,115.55543987355264,2,Land,5.0,3.0,,,,
-8.785625004856096,115.56452896969844,2,Land,5.0,3.0,,,,
-8.785624895319557,115.57361806584156,2,Land,5.0,3.0,,,,
-8.785624785783021,115.582707161982,2,Land,5.0,3.0,,,,
-8.785624676246483,115.5917962581198,2,Land,5.0,3.0,,,,
-8.785624566709947,115.60088535425491,2,Land,5.0,3.0,,,,
-8.777799513965736,115.1691378436631,9,Land,5.0,0.5,,,,
-8.777799404528244,115.17822674929003,9,Land,5.0,0.5,,,,
-8.777799295090759,115.18731565491431,9,Land,5.0,0.5,,,,
-8.777799185653269,115.19640456053595,9,Land,5.0,0.5,,,,
-8.777799076215784,115.20549346615492,9,Land,5.0,0.5,,,,
-8.777798857340816,115.22367127738484,9,Land,5.0,0.5,,,,
-8.777798747903331,115.23276018299582,9,Land,5.0,0.5,,,,
-8.77779513646721,115.53269406666388,2,Land,5.0,3.0,,,,
-8.777795027029773,115.54178297218432,2,Land,5.0,3.0,,,,
-8.777794917592342,115.55087187770206,2,Land,5.0,3.0,,,,
-8.777794808154908,115.55996078321716,2,Land,5.0,3.0,,,,
-8.77779469871748,115.5690496887296,2,Land,5.0,3.0,,,,
-8.777794589280049,115.57813859423938,2,Land,5.0,3.0,,,,
-8.777794479842623,115.58722749974648,2,Land,5.0,3.0,,,,
-8.777794370405198,115.59631640525092,2,Land,5.0,3.0,,,,
-8.777794260967772,115.60540531075272,2,Land,5.0,3.0,,,,
-8.777794151530351,115.61449421625184,2,Land,5.0,3.0,,,,
-8.769976307395616,114.59198909319286,0,Land,0.0,0.0,,,,
-8.769976198057144,114.60107780853566,0,Land,0.0,0.0,,,,
-8.769969309736164,115.1736668697734,9,Land,5.0,0.5,,,,
-8.769969200397782,115.18275558494608,9,Land,5.0,0.5,,,,
-8.769969091059398,115.1918443001161,9,Land,5.0,0.5,,,,
-8.769968981721018,115.20093301528348,9,Land,5.0,0.5,,,,
-8.76996876304426,115.21911044561024,9,Land,5.0,0.5,,,,
-8.769968653705883,115.22819916076962,9,Land,5.0,0.5,,,,
-8.769965154878557,115.51903804446653,2,Land,5.0,3.0,,,,
-8.769965045540225,115.52812675953818,2,Land,5.0,3.0,,,,
-8.769964936201895,115.5372154746072,2,Land,5.0,3.0,,,,
-8.769964826863568,115.54630418967356,2,Land,5.0,3.0,,,,
-8.76996471752524,115.55539290473725,2,Land,5.0,3.0,,,,
-8.769964608186914,115.56448161979829,2,Land,5.0,3.0,,,,
-8.769964498848587,115.57357033485668,2,Land,5.0,3.0,,,,
-8.769964389510266,115.5826590499124,2,Land,5.0,3.0,,,,
-8.769964280171944,115.59174776496543,2,Land,5.0,3.0,,,,
-8.769964170833624,115.60083648001584,2,Land,5.0,3.0,,,,
-8.769964061495305,115.60992519506358,2,Land,5.0,3.0,,,,
-8.769963952156987,115.61901391010866,2,Land,5.0,3.0,,,,
-8.76214598432012,114.59653002583644,0,Land,0.0,0.0,,,,
-8.762145875080751,114.60561855089864,0,Land,0.0,0.0,,,,
-8.762138993003228,115.17819562446694,9,Land,5.0,0.5,,,,
-8.762138883763948,115.1872841493593,9,Land,5.0,0.5,,,,
-8.762138774524667,115.19637267424902,9,Land,5.0,0.5,,,,
-8.762138556046107,115.21454972402049,9,Land,5.0,0.5,,,,
-8.762138446806832,115.22363824890223,9,Land,5.0,0.5,,,,
-8.762138337567558,115.23272677378137,9,Land,5.0,0.5,,,,
-8.762134951150735,115.51447104371744,2,Land,5.0,3.0,,,,
-8.762134841911505,115.52355956851164,2,Land,5.0,3.0,,,,
-8.762134732672278,115.53264809330317,2,Land,5.0,3.0,,,,
-8.762134623433049,115.54173661809206,2,Land,5.0,3.0,,,,
-8.762134514193823,115.5508251428783,2,Land,5.0,3.0,,,,
-8.762134404954597,115.55991366766187,2,Land,5.0,3.0,,,,
-8.762134295715374,115.5690021924428,2,Land,5.0,3.0,,,,
-8.762134186476151,115.57809071722107,2,Land,5.0,3.0,,,,
-8.762134077236931,115.5871792419967,2,Land,5.0,3.0,,,,
-8.76213396799771,115.59626776676966,2,Land,5.0,3.0,,,,
-8.762133858758492,115.60535629153998,2,Land,5.0,3.0,,,,
-8.762133749519275,115.61444481630764,2,Land,5.0,3.0,,,,
-8.754315876462442,114.59198253160343,0,Land,0.0,0.0,,,,
-8.754315767322169,114.6010708665669,0,Land,0.0,0.0,,,,
-8.754315658181895,114.61015920152772,0,Land,0.0,0.0,,,,
-8.75430878234749,115.18272429871942,9,Land,5.0,0.5,,,,
-8.754308673207303,115.19181263351074,9,Land,5.0,0.5,,,,
-8.75430856406712,115.2009009682994,9,Land,5.0,0.5,,,,
-8.754304962441855,115.50081601483936,2,Land,5.0,3.0,,,,
-8.75430485330172,115.509904349538,2,Land,5.0,3.0,,,,
-8.754304744161585,115.51899268423396,2,Land,5.0,3.0,,,,
-8.754304635021455,115.52808101892728,2,Land,5.0,3.0,,,,
-8.754304525881322,115.53716935361794,2,Land,5.0,3.0,,,,
-8.75430441674119,115.54625768830596,2,Land,5.0,3.0,,,,
-8.75430430760106,115.55534602299132,2,Land,5.0,3.0,,,,
-8.75430419846093,115.56443435767405,2,Land,5.0,3.0,,,,
-8.754304089320804,115.57352269235412,2,Land,5.0,3.0,,,,
-8.754303980180678,115.58261102703156,2,Land,5.0,3.0,,,,
-8.754303871040554,115.59169936170632,2,Land,5.0,3.0,,,,
-8.754303761900433,115.60078769637845,2,Land,5.0,3.0,,,,
-8.754303652760314,115.60987603104792,2,Land,5.0,3.0,,,,
-8.754303543620194,115.61896436571476,2,Land,5.0,3.0,,,,
-8.746485547066072,114.5965232804145,0,Land,0.0,0.0,,,,
-8.746485438024894,114.60561142545052,0,Land,0.0,0.0,,,,
-8.746485328983717,114.6146995704839,0,Land,0.0,0.0,,,,
-8.746478459392282,115.1872527022567,9,Land,5.0,0.5,,,,
-8.746478350351193,115.19634084712088,9,Land,5.0,0.5,,,,
-8.746474751995995,115.49624962615576,2,Land,5.0,3.0,,,,
-8.746474642954952,115.50533777093004,2,Land,5.0,3.0,,,,
-8.746474533913911,115.51442591570172,2,Land,5.0,3.0,,,,
-8.746474424872869,115.52351406047072,2,Land,5.0,3.0,,,,
-8.74647431583183,115.53260220523708,2,Land,5.0,3.0,,,,
-8.74647420679079,115.5416903500008,2,Land,5.0,3.0,,,,
-8.746474097749754,115.55077849476189,2,Land,5.0,3.0,,,,
-8.746473988708718,115.55986663952032,2,Land,5.0,3.0,,,,
-8.746473879667688,115.56895478427612,2,Land,5.0,3.0,,,,
-8.746473770626656,115.57804292902928,2,Land,5.0,3.0,,,,
-8.746473661585625,115.58713107377976,2,Land,5.0,3.0,,,,
-8.746473552544598,115.59621921852764,2,Land,5.0,3.0,,,,
-8.746473443503572,115.60530736327286,2,Land,5.0,3.0,,,,
-8.746473334462545,115.61439550801543,2,Land,5.0,3.0,,,,
-8.738655432496722,114.59197598219777,0,Land,0.0,0.0,,,,
-8.738655323554632,114.60106393748816,0,Land,0.0,0.0,,,,
-8.738655214612539,114.61015189277596,0,Land,0.0,0.0,,,,
-8.73865510567045,114.61923984806108,0,Land,0.0,0.0,,,,
-8.73864824232167,115.19178102570498,9,Land,5.0,0.5,,,,
-8.738648133379671,115.20086898082124,9,Land,5.0,0.5,,,,
-8.738644756178346,115.4825955881164,2,Land,5.0,3.0,,,,
-8.738644647236391,115.49168354314824,2,Land,5.0,3.0,,,,
-8.738644538294436,115.5007714981774,2,Land,5.0,3.0,,,,
-8.738644429352483,115.50985945320394,2,Land,5.0,3.0,,,,
-8.738644320410533,115.51894740822785,2,Land,5.0,3.0,,,,
-8.738644211468582,115.5280353632491,2,Land,5.0,3.0,,,,
-8.738644102526633,115.53712331826772,2,Land,5.0,3.0,,,,
-8.738643993584684,115.54621127328372,2,Land,5.0,3.0,,,,
-8.738643884642736,115.55529922829706,2,Land,5.0,3.0,,,,
-8.73864377570079,115.56438718330776,2,Land,5.0,3.0,,,,
-8.738643666758845,115.57347513831584,2,Land,5.0,3.0,,,,
-8.738643557816905,115.58256309332128,2,Land,5.0,3.0,,,,
-8.738643448874965,115.59165104832408,2,Land,5.0,3.0,,,,
-8.738643339933025,115.60073900332422,2,Land,5.0,3.0,,,,
-8.738643230991087,115.60982695832172,2,Land,5.0,3.0,,,,
-8.730825096790648,114.59651654752814,0,Land,0.0,0.0,,,,
-8.730824987947642,114.6056043132442,0,Land,0.0,0.0,,,,
-8.73082487910464,114.61469207895766,0,Land,0.0,0.0,,,,
-8.730824770261638,114.62377984466846,0,Land,0.0,0.0,,,,
-8.730818021998223,115.18722131359463,9,Land,5.0,0.5,,,,
-8.730817913155306,115.19630907913952,9,Land,5.0,0.5,,,,
-8.730817804312393,115.20539684468176,9,Land,5.0,0.5,,,,
-8.730814647868513,115.46894204426098,2,Land,5.0,3.0,,,,
-8.73081453902564,115.4780298097242,2,Land,5.0,3.0,,,,
-8.730814430182768,115.4871175751848,2,Land,5.0,3.0,,,,
-8.7308143213399,115.49620534064276,2,Land,5.0,3.0,,,,
-8.73081421249703,115.50529310609808,2,Land,5.0,3.0,,,,
-8.730814103654165,115.51438087155076,2,Land,5.0,3.0,,,,
-8.7308139948113,115.52346863700082,2,Land,5.0,3.0,,,,
-8.730813885968434,115.53255640244824,2,Land,5.0,3.0,,,,
-8.73081377712557,115.54164416789304,2,Land,5.0,3.0,,,,
-8.730813668282709,115.55073193333516,2,Land,5.0,3.0,,,,
-8.730813559439849,115.55981969877467,2,Land,5.0,3.0,,,,
-8.730813450596994,115.56890746421158,2,Land,5.0,3.0,,,,
-8.730813341754137,115.57799522964582,2,Land,5.0,3.0,,,,
-8.73081323291128,115.58708299507744,2,Land,5.0,3.0,,,,
-8.730813124068426,115.59617076050642,2,Land,5.0,3.0,,,,
-8.730813015225571,115.60525852593275,2,Land,5.0,3.0,,,,
-8.722994975520875,114.59196944497322,0,Land,0.0,0.0,,,,
-8.72299486677695,114.60105702129674,0,Land,0.0,0.0,,,,
-8.72299475803303,114.61014459761763,0,Land,0.0,0.0,,,,
-8.722994649289108,114.6192321739359,0,Land,0.0,0.0,,,,
-8.722987798424857,115.19174947668652,9,Land,5.0,0.5,,,,
-8.722987689681027,115.20083705283652,9,Land,5.0,0.5,,,,
-8.722987580937193,115.20992462898391,9,Land,5.0,0.5,,,,
-8.722987472193363,115.21901220512866,9,Land,5.0,0.5,,,,
-8.722984427366685,115.4734643361143,2,Land,5.0,3.0,,,,
-8.722984318622894,115.4825519121828,2,Land,5.0,3.0,,,,
-8.722984209879105,115.4916394882487,2,Land,5.0,3.0,,,,
-8.722984101135316,115.50072706431196,2,Land,5.0,3.0,,,,
-8.72298399239153,115.50981464037255,2,Land,5.0,3.0,,,,
-8.722983883647746,115.51890221643056,2,Land,5.0,3.0,,,,
-8.722983774903964,115.52798979248593,2,Land,5.0,3.0,,,,
-8.722983666160184,115.53707736853866,2,Land,5.0,3.0,,,,
-8.722983557416402,115.54616494458875,2,Land,5.0,3.0,,,,
-8.722983448672622,115.55525252063624,2,Land,5.0,3.0,,,,
-8.722983339928843,115.5643400966811,2,Land,5.0,3.0,,,,
-8.722983231185067,115.57342767272333,2,Land,5.0,3.0,,,,
-8.722983122441292,115.5825152487629,2,Land,5.0,3.0,,,,
-8.722983013697515,115.59160282479986,2,Land,5.0,3.0,,,,
-8.722982904953742,115.6006904008342,2,Land,5.0,3.0,,,,
-8.715164633516316,114.5965098271748,0,Land,0.0,0.0,,,,
-8.71516452487147,114.60559721427704,0,Land,0.0,0.0,,,,
-8.715164416226626,114.61468460137664,0,Land,0.0,0.0,,,,
-8.715164307581784,114.62377198847362,0,Land,0.0,0.0,,,,
-8.71515757160424,115.18718998336118,9,Land,5.0,0.5,,,,
-8.715157462959484,115.19627737029283,9,Land,5.0,0.5,,,,
-8.715157354314726,115.20536475722186,9,Land,5.0,0.5,,,,
-8.715157245669975,115.21445214414828,9,Land,5.0,0.5,,,,
-8.715157137025225,115.22353953107203,9,Land,5.0,0.5,,,,
-8.715157028380476,115.2326269179932,9,Land,5.0,0.5,,,,
-8.715156919735728,115.24171430491174,9,Land,5.0,0.5,,,,
-8.715156811090981,115.25080169182765,9,Land,5.0,0.5,,,,
-8.71515398632803,115.48707375072014,2,Land,5.0,3.0,,,,
-8.715153877683319,115.4961611375652,2,Land,5.0,3.0,,,,
-8.715153769038611,115.50524852440763,2,Land,5.0,3.0,,,,
-8.715153660393902,115.51433591124744,2,Land,5.0,3.0,,,,
-8.715153551749198,115.52342329808462,2,Land,5.0,3.0,,,,
-8.715153443104493,115.5325106849192,2,Land,5.0,3.0,,,,
-8.71515333445979,115.54159807175112,2,Land,5.0,3.0,,,,
-8.715153225815088,115.55068545858045,2,Land,5.0,3.0,,,,
-8.715153117170386,115.55977284540712,2,Land,5.0,3.0,,,,
-8.715153008525688,115.5688602322312,2,Land,5.0,3.0,,,,
-8.715152899880989,115.57794761905262,2,Land,5.0,3.0,,,,
-8.715152791236294,115.58703500587144,2,Land,5.0,3.0,,,,
-8.715152682591597,115.59612239268763,2,Land,5.0,3.0,,,,
-8.70733450555731,114.5919629199276,0,Land,0.0,0.0,,,,
-8.70733439701154,114.60105011799028,0,Land,0.0,0.0,,,,
-8.70733428846577,114.61013731605031,0,Land,0.0,0.0,,,,
-8.707334179920002,114.61922451410771,0,Land,0.0,0.0,,,,
-8.707327450084957,115.18263078855207,9,Land,5.0,0.5,,,,
-8.707327341539274,115.19171798644447,9,Land,5.0,0.5,,,,
-8.707327232993594,115.20080518433429,9,Land,5.0,0.5,,,,
-8.707327124447913,115.20989238222144,9,Land,5.0,0.5,,,,
-8.707327015902234,115.21897958010597,9,Land,5.0,0.5,,,,
-8.707326907356556,115.22806677798788,9,Land,5.0,0.5,,,,
-8.707326798810879,115.2371539758672,9,Land,5.0,0.5,,,,
-8.707326690265205,115.24624117374388,9,Land,5.0,0.5,,,,
-8.707326581719531,115.25532837161794,9,Land,5.0,0.5,,,,
-8.7073237595325,115.49159551542422,2,Land,5.0,3.0,,,,
-8.707323650986861,115.50068271322756,2,Land,5.0,3.0,,,,
-8.707323542441225,115.50976991102829,2,Land,5.0,3.0,,,,
-8.70732343389559,115.5188571088264,2,Land,5.0,3.0,,,,
-8.707323325349957,115.52794430662188,2,Land,5.0,3.0,,,,
-8.707323216804328,115.53703150441474,2,Land,5.0,3.0,,,,
-8.707323108258699,115.546118702205,2,Land,5.0,3.0,,,,
-8.70732299971307,115.5552058999926,2,Land,5.0,3.0,,,,
-8.707322891167442,115.56429309777762,2,Land,5.0,3.0,,,,
-8.707322782621816,115.57338029556,2,Land,5.0,3.0,,,,
-8.707322674076194,115.58246749333978,2,Land,5.0,3.0,,,,
-8.70732256553057,115.59155469111693,2,Land,5.0,3.0,,,,
-8.699504157265416,114.59650311935196,0,Land,0.0,0.0,,,,
-8.699504048818715,114.60559012854628,0,Land,0.0,0.0,,,,
-8.699503940372017,114.61467713773798,0,Land,0.0,0.0,,,,
-8.699497216679276,115.1780717025174,9,Land,5.0,0.5,,,,
-8.699497108232661,115.1871587115444,9,Land,5.0,0.5,,,,
-8.69949699978605,115.19624572056875,9,Land,5.0,0.5,,,,
-8.699496891339438,115.20533272959052,9,Land,5.0,0.5,,,,
-8.699496782892828,115.21441973860966,9,Land,5.0,0.5,,,,
-8.699496674446218,115.2235067476262,9,Land,5.0,0.5,,,,
-8.699496565999608,115.2325937566401,9,Land,5.0,0.5,,,,
-8.699496457553002,115.2416807656514,9,Land,5.0,0.5,,,,
-8.699496349106399,115.25076777466008,9,Land,5.0,0.5,,,,
-8.699496240659794,115.25985478366614,9,Land,5.0,0.5,,,,
-8.699493421048603,115.49611701690642,2,Land,5.0,3.0,,,,
-8.699493312602037,115.5052040258419,2,Land,5.0,3.0,,,,
-8.699493204155473,115.51429103477476,2,Land,5.0,3.0,,,,
-8.699493095708911,115.52337804370502,2,Land,5.0,3.0,,,,
-8.699492987262351,115.53246505263266,2,Land,5.0,3.0,,,,
-8.699492878815793,115.54155206155768,2,Land,5.0,3.0,,,,
-8.69949277036923,115.55063907048007,2,Land,5.0,3.0,,,,
-8.699492661922672,115.55972607939988,2,Land,5.0,3.0,,,,
-8.699492553476116,115.56881308831706,2,Land,5.0,3.0,,,,
-8.699492445029561,115.57790009723162,2,Land,5.0,3.0,,,,
-8.699492336583008,115.58698710614355,2,Land,5.0,3.0,,,,
-8.69167402262844,114.59195640705823,0,Land,0.0,0.0,,,,
-8.691673914280802,114.60104322756592,0,Land,0.0,0.0,,,,
-8.691667088382447,115.1735129142872,9,Land,5.0,0.5,,,,
-8.691666980034897,115.18259973462784,9,Land,5.0,0.5,,,,
-8.691666871687348,115.19168655496586,9,Land,5.0,0.5,,,,
-8.691666763339802,115.20077337530128,9,Land,5.0,0.5,,,,
-8.691666654992256,115.20986019563408,9,Land,5.0,0.5,,,,
-8.691666546644711,115.21894701596428,9,Land,5.0,0.5,,,,
-8.691666438297169,115.22803383629189,9,Land,5.0,0.5,,,,
-8.691666329949628,115.23712065661684,9,Land,5.0,0.5,,,,
-8.691666221602087,115.24620747693922,9,Land,5.0,0.5,,,,
-8.691666113254549,115.25529429725898,9,Land,5.0,0.5,,,,
-8.691666004907011,115.26438111757614,9,Land,5.0,0.5,,,,
-8.691663187871537,115.50063844490604,2,Land,5.0,3.0,,,,
-8.691663079524037,115.50972526515274,2,Land,5.0,3.0,,,,
-8.691662971176537,115.51881208539682,2,Land,5.0,3.0,,,,
-8.69166286282904,115.52789890563828,2,Land,5.0,3.0,,,,
-8.691662754481541,115.53698572587714,2,Land,5.0,3.0,,,,
-8.69166264613405,115.5460725461134,2,Land,5.0,3.0,,,,
-8.69166253778656,115.55515936634704,2,Land,5.0,3.0,,,,
-8.691662429439067,115.56424618657806,2,Land,5.0,3.0,,,,
-8.691662321091576,115.57333300680648,2,Land,5.0,3.0,,,,
-8.691662212744086,115.5824198270323,2,Land,5.0,3.0,,,,
-8.683843668060428,114.596496424057,0,Land,0.0,0.0,,,,
-8.683836848402924,115.16895423447887,9,Land,5.0,0.5,,,,
-8.683836740154435,115.178040866307,9,Land,5.0,0.5,,,,
-8.68383663190595,115.18712749813248,9,Land,5.0,0.5,,,,
-8.683836523657465,115.19621412995538,9,Land,5.0,0.5,,,,
-8.683836415408983,115.20530076177566,9,Land,5.0,0.5,,,,
-8.683836307160501,115.21438739359334,9,Land,5.0,0.5,,,,
-8.68383619891202,115.22347402540842,9,Land,5.0,0.5,,,,
-8.68383609066354,115.2325606572209,9,Land,5.0,0.5,,,,
-8.683835982415063,115.24164728903077,9,Land,5.0,0.5,,,,
-8.683835874166585,115.25073392083804,9,Land,5.0,0.5,,,,
-8.683835765918111,115.2598205526427,9,Land,5.0,0.5,,,,
-8.683835657669638,115.26890718444474,9,Land,5.0,0.5,,,,
-8.683832843209792,115.50515961038384,2,Land,5.0,3.0,,,,
-8.683832734961355,115.51424624211556,2,Land,5.0,3.0,,,,
-8.68383262671292,115.52333287384468,2,Land,5.0,3.0,,,,
-8.683832518464488,115.5324195055712,2,Land,5.0,3.0,,,,
-8.683832410216056,115.5415061372951,2,Land,5.0,3.0,,,,
-8.683832301967627,115.5505927690164,2,Land,5.0,3.0,,,,
-8.683832193719196,115.5596794007351,2,Land,5.0,3.0,,,,
-8.683832085470767,115.5687660324512,2,Land,5.0,3.0,,,,
-8.68383197722234,115.57785266416468,2,Land,5.0,3.0,,,,
-8.67601352675666,114.59194990636264,0,Land,0.0,0.0,,,,
-8.676006713339753,115.16439585176305,9,Land,5.0,0.5,,,,
